"long","lat","amon"
-96.25,-7.8590377746,1
-90.75,12.1409622254,1
-94.75,14.6409622254,1
-77.75,5.1409622254,1
-95.75,14.1409622254,1
-98.75,15.1409622254,1
-80.75,5.1409622254,1
-81.25,1.6409622254,1
-98.25,-6.8590377746,1
-79.25,8.6409622254,1
-95.25,-3.3590377746,1
-98.75,12.6409622254,1
-96.25,8.1409622254,1
-89.75,-4.3590377746,1
-90.75,-2.8590377746,1
-82.75,-8.8590377746,1
-97.25,8.6409622254,1
-90.25,-4.8590377746,1
-86.25,8.1409622254,1
-80.25,6.6409622254,1
-83.75,-1.3590377746,1
-99.25,-5.8590377746,1
-85.25,-6.8590377746,1
-91.25,3.6409622254,1
-87.75,-2.8590377746,1
-86.75,1.6409622254,1
-79.25,6.6409622254,1
-89.75,6.1409622254,1
-96.75,12.6409622254,1
-85.75,-8.3590377746,1
-90.25,-3.8590377746,1
-97.25,13.1409622254,1
-86.75,3.1409622254,1
-97.25,-4.8590377746,1
-98.75,4.6409622254,1
-79.75,1.6409622254,1
-88.25,-2.3590377746,1
-87.75,-8.3590377746,1
-94.75,-3.3590377746,1
-79.25,4.6409622254,1
-88.75,2.1409622254,1
-90.25,-1.8590377746,1
-94.75,3.1409622254,1
-99.25,-9.8590377746,1
-88.75,-6.8590377746,1
-84.75,6.6409622254,1
-98.25,-4.8590377746,1
-83.25,0.140962225400003,1
-99.75,11.1409622254,1
-90.75,-7.8590377746,1
-96.75,9.6409622254,1
-84.75,1.6409622254,1
-90.25,-2.3590377746,1
-97.25,8.1409622254,1
-84.75,-0.859037774599997,1
-93.25,1.1409622254,1
-92.25,13.6409622254,1
-93.25,11.6409622254,1
-85.75,-6.8590377746,1
-85.25,6.6409622254,1
-87.75,-7.3590377746,1
-88.25,1.6409622254,1
-96.25,12.6409622254,1
-81.25,-4.3590377746,1
-99.25,4.1409622254,1
-91.25,12.6409622254,1
-81.25,2.6409622254,1
-83.75,-4.3590377746,1
-88.25,12.1409622254,1
-92.75,-0.859037774599997,1
-90.25,8.1409622254,1
-82.75,-8.3590377746,1
-98.75,-8.3590377746,1
-98.75,1.6409622254,1
-99.25,-5.3590377746,1
-97.25,10.1409622254,1
-98.75,16.1409622254,1
-98.25,12.6409622254,1
-86.25,7.6409622254,1
-93.25,-8.8590377746,1
-81.25,-6.3590377746,1
-90.25,-7.8590377746,1
-92.75,-9.8590377746,1
-98.75,-9.8590377746,1
-95.75,7.6409622254,1
-82.25,0.640962225400003,1
-80.75,-6.3590377746,1
-82.25,2.1409622254,1
-93.75,9.1409622254,2
-85.25,-4.3590377746,2
-90.75,11.1409622254,2
-94.75,-8.8590377746,2
-85.25,-0.359037774599997,2
-91.75,-1.3590377746,2
-79.75,-8.3590377746,2
-94.75,-2.8590377746,2
-89.75,6.6409622254,2
-96.25,-1.8590377746,2
-84.75,-1.8590377746,2
-79.25,3.6409622254,2
-89.25,0.140962225400003,2
-93.75,4.6409622254,2
-90.25,-9.3590377746,2
-99.25,3.1409622254,2
-87.75,-4.8590377746,2
-95.25,9.6409622254,2
-93.75,12.6409622254,2
-89.25,4.6409622254,2
-81.75,-6.8590377746,2
-91.75,3.6409622254,2
-86.25,-0.859037774599997,2
-95.25,-5.8590377746,2
-93.25,11.1409622254,2
-91.25,2.6409622254,2
-87.75,4.6409622254,2
-98.25,1.1409622254,2
-83.25,-7.8590377746,2
-98.75,7.6409622254,2
-89.75,9.6409622254,2
-95.25,13.6409622254,2
-98.75,12.6409622254,2
-86.25,-1.8590377746,2
-83.75,-2.3590377746,2
-97.25,-3.8590377746,2
-87.75,-3.3590377746,2
-78.75,4.6409622254,2
-79.75,4.1409622254,2
-99.25,-5.3590377746,2
-95.25,5.1409622254,2
-95.25,6.1409622254,2
-90.75,-6.8590377746,2
-96.25,-3.8590377746,2
-92.25,11.1409622254,2
-90.25,-3.3590377746,2
-95.25,3.6409622254,2
-95.25,4.1409622254,2
-93.25,-6.8590377746,2
-79.25,4.6409622254,2
-91.75,5.6409622254,2
-86.25,-8.8590377746,2
-87.75,-4.3590377746,2
-95.25,6.6409622254,2
-94.75,-5.8590377746,2
-88.75,2.6409622254,2
-91.75,-8.3590377746,2
-99.25,14.6409622254,2
-79.75,1.6409622254,2
-97.25,-0.859037774599997,2
-86.75,-9.8590377746,2
-84.25,-4.3590377746,2
-90.75,-9.3590377746,2
-82.25,-1.3590377746,2
-90.25,10.6409622254,2
-92.75,12.1409622254,2
-90.75,9.6409622254,2
-91.75,-4.8590377746,3
-83.25,6.1409622254,3
-86.75,7.6409622254,3
-97.75,12.1409622254,3
-92.75,0.140962225400003,3
-90.75,3.1409622254,3
-90.75,8.6409622254,3
-85.25,7.6409622254,3
-85.25,5.1409622254,3
-95.25,13.6409622254,3
-94.75,-9.3590377746,3
-99.75,-9.8590377746,3
-77.75,6.6409622254,3
-89.25,7.6409622254,3
-97.75,0.640962225400003,3
-93.25,13.1409622254,3
-98.75,11.1409622254,3
-97.25,-2.8590377746,3
-93.75,14.1409622254,3
-80.75,0.640962225400003,3
-81.75,0.640962225400003,3
-90.75,-7.8590377746,3
-89.75,-0.859037774599997,3
-87.25,-7.3590377746,3
-93.75,5.6409622254,3
-93.25,0.640962225400003,3
-91.25,10.1409622254,3
-84.75,-7.8590377746,3
-99.25,-4.3590377746,3
-93.25,1.1409622254,3
-81.75,-1.3590377746,3
-83.25,8.1409622254,3
-85.25,8.6409622254,3
-98.75,-0.359037774599997,3
-92.25,-9.8590377746,3
-98.25,10.1409622254,3
-92.25,-1.3590377746,3
-95.25,0.640962225400003,3
-99.25,2.1409622254,3
-92.75,14.6409622254,3
-86.75,3.1409622254,3
-86.25,6.6409622254,3
-93.25,-0.859037774599997,3
-84.75,-1.8590377746,3
-94.75,15.1409622254,3
-83.75,-6.8590377746,3
-92.25,-6.3590377746,3
-83.25,-6.3590377746,3
-92.25,9.1409622254,3
-92.25,0.140962225400003,3
-86.75,-7.8590377746,3
-99.25,12.6409622254,3
-86.25,-6.8590377746,3
-88.25,-0.859037774599997,3
-95.25,15.6409622254,3
-80.25,-9.8590377746,3
-96.75,-6.8590377746,3
-90.75,1.6409622254,3
-81.75,-7.8590377746,3
-89.75,9.1409622254,3
-94.75,1.6409622254,3
-92.75,-0.359037774599997,3
-97.25,-9.8590377746,3
-93.75,-0.359037774599997,3
-90.25,10.1409622254,3
-93.75,8.1409622254,3
-99.25,4.1409622254,3
-85.75,4.1409622254,3
-83.25,6.6409622254,3
-96.75,2.6409622254,3
-99.75,3.6409622254,3
-97.25,6.6409622254,3
-94.25,-1.3590377746,4
-96.75,-5.8590377746,4
-89.25,-0.359037774599997,4
-92.75,1.1409622254,4
-84.25,-2.3590377746,4
-96.25,9.6409622254,4
-97.75,10.6409622254,4
-98.75,10.6409622254,4
-90.75,9.6409622254,4
-93.75,11.1409622254,4
-89.75,4.1409622254,4
-84.75,4.6409622254,4
-85.25,-5.3590377746,4
-80.75,3.1409622254,4
-93.75,-8.8590377746,4
-98.75,-2.8590377746,4
-99.75,10.6409622254,4
-99.75,-9.8590377746,4
-89.75,7.1409622254,4
-79.25,6.1409622254,4
-82.75,-1.8590377746,4
-82.25,-2.8590377746,4
-94.75,4.1409622254,4
-85.75,-3.8590377746,4
-92.75,-4.3590377746,4
-89.25,-1.3590377746,4
-97.25,11.6409622254,4
-93.25,13.6409622254,4
-91.25,5.1409622254,4
-98.25,10.1409622254,4
-86.25,8.1409622254,4
-95.25,-1.3590377746,4
-98.25,-9.3590377746,4
-95.25,-4.3590377746,4
-84.75,0.140962225400003,4
-90.25,8.6409622254,4
-90.75,11.1409622254,4
-80.25,3.6409622254,4
-98.25,-3.8590377746,4
-77.75,5.1409622254,4
-83.25,0.640962225400003,4
-92.25,7.6409622254,4
-91.75,11.1409622254,4
-90.75,10.6409622254,4
-96.25,5.1409622254,4
-80.75,-7.8590377746,4
-81.25,-6.8590377746,4
-98.75,1.6409622254,4
-99.75,11.1409622254,4
-93.25,-2.8590377746,4
-78.75,-8.8590377746,4
-78.75,-9.8590377746,4
-84.75,-4.3590377746,4
-93.25,9.6409622254,4
-87.75,7.6409622254,5
-91.75,10.1409622254,5
-84.25,-7.8590377746,5
-92.75,4.1409622254,5
-80.75,-8.8590377746,5
-88.25,5.1409622254,5
-97.75,2.1409622254,5
-87.75,5.6409622254,5
-89.75,-6.3590377746,5
-93.25,13.6409622254,5
-93.75,14.1409622254,5
-85.25,-3.8590377746,5
-89.25,4.1409622254,5
-88.75,-0.359037774599997,5
-97.75,8.6409622254,5
-84.75,4.6409622254,5
-90.25,3.6409622254,5
-92.75,6.1409622254,5
-89.25,-3.8590377746,5
-99.25,3.6409622254,5
-95.25,7.6409622254,5
-92.25,2.1409622254,5
-97.75,12.6409622254,5
-89.75,13.1409622254,5
-99.75,4.6409622254,5
-89.25,-4.3590377746,5
-82.75,-4.8590377746,5
-97.75,14.1409622254,5
-89.75,-1.8590377746,5
-79.75,-7.8590377746,5
-85.75,8.1409622254,5
-80.75,2.1409622254,5
-97.75,9.1409622254,5
-94.25,-5.3590377746,5
-83.75,0.640962225400003,5
-90.25,12.6409622254,5
-83.75,-9.8590377746,5
-82.25,5.6409622254,5
-96.25,1.1409622254,5
-98.75,-3.8590377746,5
-85.25,0.140962225400003,5
-87.25,-5.8590377746,5
-80.75,2.6409622254,5
-99.75,15.6409622254,5
-99.75,-9.3590377746,5
-99.25,1.6409622254,5
-99.75,-2.3590377746,5
-96.25,10.6409622254,5
-97.75,-0.359037774599997,5
-99.75,-8.3590377746,5
-83.75,-6.3590377746,5
-98.75,-0.859037774599997,5
-93.75,-1.8590377746,5
-94.25,1.6409622254,5
-89.25,12.6409622254,5
-93.75,5.6409622254,5
-93.25,-4.8590377746,5
-83.25,-4.8590377746,5
-89.75,-3.3590377746,5
-83.75,3.6409622254,6
-83.75,-6.8590377746,6
-96.25,-7.8590377746,6
-91.25,-7.3590377746,6
-87.25,9.6409622254,6
-85.75,5.1409622254,6
-87.25,-1.8590377746,6
-96.25,13.1409622254,6
-95.75,5.1409622254,6
-90.75,-7.3590377746,6
-90.25,-4.3590377746,6
-82.75,-4.8590377746,6
-85.75,-1.3590377746,6
-80.75,-8.3590377746,6
-84.25,4.6409622254,6
-91.25,-9.8590377746,6
-84.25,-6.8590377746,6
-85.75,3.1409622254,6
-96.25,6.1409622254,6
-81.25,3.6409622254,6
-82.75,8.1409622254,6
-84.75,1.6409622254,6
-91.75,10.1409622254,6
-94.25,3.1409622254,6
-96.75,-9.8590377746,6
-95.75,7.6409622254,6
-91.25,-3.8590377746,6
-93.75,-4.3590377746,6
-90.75,1.1409622254,6
-86.25,7.6409622254,6
-96.75,-2.3590377746,6
-81.75,3.6409622254,6
-86.25,3.1409622254,6
-99.75,9.1409622254,6
-95.25,5.1409622254,6
-82.25,-1.3590377746,6
-86.25,-8.8590377746,6
-89.75,2.1409622254,6
-82.25,0.640962225400003,6
-91.25,-3.3590377746,6
-80.25,1.6409622254,6
-98.25,-8.3590377746,6
-84.25,-0.359037774599997,6
-98.75,-1.8590377746,6
-94.75,9.6409622254,6
-89.25,0.640962225400003,6
-93.75,14.1409622254,6
-96.25,-3.8590377746,6
-88.75,10.1409622254,6
-94.25,9.1409622254,6
-96.75,-5.8590377746,6
-90.25,6.6409622254,6
-91.75,1.1409622254,6
-98.75,1.6409622254,6
-95.25,15.1409622254,6
-92.25,-5.8590377746,6
-96.75,-4.8590377746,6
-90.75,4.6409622254,6
-81.25,0.640962225400003,6
-95.75,10.1409622254,6
-81.25,0.140962225400003,6
-85.25,-2.8590377746,6
-96.25,-8.3590377746,6
-86.25,-3.3590377746,6
-99.75,-9.3590377746,6
-96.25,11.1409622254,6
-90.75,12.1409622254,6
-79.75,7.1409622254,6
-90.75,0.640962225400003,6
-84.25,2.6409622254,6
-84.25,5.1409622254,6
-93.25,12.6409622254,6
-79.75,7.6409622254,6
-92.25,-9.3590377746,6
-97.25,11.1409622254,6
-98.25,-2.3590377746,6
-99.75,-1.3590377746,7
-99.75,5.6409622254,7
-98.75,-6.8590377746,7
-98.75,-8.8590377746,7
-93.25,11.1409622254,7
-92.25,-4.8590377746,7
-86.75,-6.8590377746,7
-92.75,-0.359037774599997,7
-98.75,3.6409622254,7
-91.25,8.6409622254,7
-86.75,-6.3590377746,7
-77.75,6.1409622254,7
-97.75,4.1409622254,7
-87.25,5.6409622254,7
-85.75,9.6409622254,7
-86.75,-2.8590377746,7
-99.75,4.1409622254,7
-91.75,2.6409622254,7
-88.75,-5.8590377746,7
-99.75,-3.3590377746,7
-81.75,-2.8590377746,7
-87.25,4.1409622254,7
-94.75,6.6409622254,7
-85.75,10.6409622254,7
-99.25,-2.3590377746,7
-92.25,9.1409622254,7
-86.75,-0.859037774599997,7
-90.75,7.1409622254,7
-94.75,6.1409622254,7
-94.25,12.1409622254,7
-93.75,-5.3590377746,7
-94.25,-2.3590377746,7
-97.75,6.6409622254,7
-94.25,-7.3590377746,7
-93.75,0.140962225400003,7
-88.75,2.1409622254,7
-99.25,11.6409622254,7
-96.25,-0.859037774599997,7
-89.75,3.1409622254,7
-98.25,6.6409622254,7
-93.75,10.1409622254,7
-87.75,-8.3590377746,7
-90.25,4.1409622254,7
-93.25,-5.3590377746,7
-91.75,9.1409622254,7
-85.25,-6.3590377746,7
-86.25,4.1409622254,7
-87.25,1.1409622254,7
-89.25,-8.8590377746,7
-96.75,-4.8590377746,7
-89.25,12.1409622254,7
-83.25,7.1409622254,7
-92.25,-0.859037774599997,7
-98.25,11.6409622254,7
-80.25,-9.8590377746,7
-82.75,5.1409622254,7
-90.25,-3.8590377746,7
-93.75,10.6409622254,7
-90.75,11.6409622254,7
-92.75,1.6409622254,7
-90.75,-0.859037774599997,7
-81.75,3.1409622254,7
-88.75,-2.8590377746,7
-88.75,-1.8590377746,7
-81.75,0.640962225400003,7
-99.25,-0.859037774599997,7
-97.75,-7.3590377746,7
-95.25,5.1409622254,7
-91.25,-4.3590377746,7
-89.75,2.1409622254,7
-81.25,4.1409622254,7
-91.75,-8.3590377746,7
-88.75,-9.3590377746,7
-92.75,-8.3590377746,7
-97.75,-4.3590377746,7
-97.25,15.1409622254,7
-91.75,-4.8590377746,7
-91.75,8.6409622254,7
-85.75,-8.3590377746,7
-99.25,4.1409622254,8
-88.75,-5.3590377746,8
-99.75,-5.8590377746,8
-79.75,6.6409622254,8
-86.75,-2.8590377746,8
-80.25,-9.8590377746,8
-78.75,-8.8590377746,8
-95.75,0.140962225400003,8
-89.75,4.6409622254,8
-96.25,9.1409622254,8
-78.25,4.1409622254,8
-82.25,7.6409622254,8
-99.25,4.6409622254,8
-85.75,-4.3590377746,8
-90.75,-3.8590377746,8
-92.25,9.6409622254,8
-92.75,-9.3590377746,8
-91.25,1.6409622254,8
-80.75,-9.3590377746,8
-97.25,-1.8590377746,8
-98.75,3.6409622254,8
-81.75,-4.3590377746,8
-97.75,-6.3590377746,8
-99.25,11.1409622254,8
-78.25,6.6409622254,8
-87.25,2.6409622254,8
-97.75,11.1409622254,8
-93.25,-4.3590377746,8
-97.25,-2.8590377746,8
-90.75,6.1409622254,8
-89.75,-5.8590377746,8
-99.25,-3.3590377746,8
-94.75,-8.3590377746,8
-91.25,3.6409622254,8
-80.25,-6.3590377746,8
-79.75,-8.8590377746,8
-93.25,11.6409622254,8
-96.75,10.6409622254,8
-94.75,13.1409622254,8
-82.75,-3.3590377746,8
-94.75,-4.3590377746,8
-81.75,5.1409622254,8
-96.25,8.6409622254,8
-97.75,2.1409622254,8
-99.75,6.1409622254,8
-86.25,-5.3590377746,8
-81.75,4.6409622254,8
-90.75,1.6409622254,8
-83.25,5.1409622254,8
-86.25,-8.3590377746,8
-97.25,11.1409622254,8
-93.75,-1.8590377746,8
-81.75,-5.8590377746,8
-88.25,1.1409622254,8
-97.25,15.1409622254,8
-85.75,5.6409622254,8
-94.25,-6.3590377746,8
-98.75,-7.3590377746,8
-99.25,-0.359037774599997,8
-95.25,15.6409622254,8
-97.25,12.6409622254,8
-80.75,3.1409622254,8
-97.75,7.1409622254,8
-95.75,-9.8590377746,8
-94.25,-1.3590377746,8
-96.25,0.140962225400003,8
-98.75,-0.859037774599997,8
-90.25,-4.8590377746,8
-91.75,-7.8590377746,8
-99.75,-8.8590377746,8
-89.25,6.6409622254,8
-96.75,-7.3590377746,8
-94.25,-8.3590377746,8
-88.25,-3.8590377746,8
-82.75,-3.8590377746,8
-85.25,-4.3590377746,8
-80.75,3.6409622254,8
-91.25,-5.8590377746,8
-91.25,-4.8590377746,8
-84.25,-5.8590377746,8
-95.25,-9.3590377746,8
-89.75,-6.3590377746,8
-96.75,5.1409622254,9
-89.75,-3.8590377746,9
-85.25,-1.8590377746,9
-99.75,-2.8590377746,9
-97.75,0.640962225400003,9
-93.25,2.1409622254,9
-84.25,-8.8590377746,9
-84.25,-7.3590377746,9
-95.75,-9.3590377746,9
-81.75,-6.3590377746,9
-83.75,-3.3590377746,9
-87.25,5.6409622254,9
-86.25,-1.3590377746,9
-85.25,4.1409622254,9
-88.25,0.140962225400003,9
-83.25,-7.8590377746,9
-96.25,-7.8590377746,9
-79.75,3.6409622254,9
-91.75,2.6409622254,9
-82.25,4.1409622254,9
-89.25,7.1409622254,9
-95.75,6.6409622254,9
-93.75,5.1409622254,9
-97.25,-1.3590377746,9
-83.75,-5.3590377746,9
-84.25,-4.8590377746,9
-80.75,-0.859037774599997,9
-97.75,-7.8590377746,9
-91.25,-3.3590377746,9
-81.75,7.1409622254,9
-88.75,-1.8590377746,9
-89.25,-4.3590377746,9
-84.75,-9.8590377746,9
-85.75,-7.8590377746,9
-94.25,3.1409622254,9
-82.25,7.6409622254,9
-83.75,-5.8590377746,9
-82.25,-6.8590377746,9
-90.25,-7.3590377746,9
-95.75,-8.8590377746,9
-96.25,-2.8590377746,9
-99.25,-6.8590377746,9
-90.75,-0.359037774599997,9
-79.75,3.1409622254,9
-83.75,3.1409622254,9
-87.75,4.6409622254,9
-82.25,-9.3590377746,9
-99.75,-4.3590377746,9
-90.25,3.6409622254,9
-97.25,4.6409622254,9
-90.75,4.1409622254,9
-83.25,-1.3590377746,9
-98.75,-2.3590377746,9
-98.25,8.6409622254,9
-87.25,1.6409622254,9
-98.75,0.140962225400003,9
-96.75,5.6409622254,9
-93.25,7.1409622254,9
-92.75,-0.859037774599997,9
-96.75,-1.3590377746,9
-82.75,-8.3590377746,9
-89.25,9.1409622254,9
-89.75,-7.8590377746,9
-89.25,11.6409622254,9
-85.25,-2.8590377746,9
-81.25,3.1409622254,9
-95.75,1.1409622254,9
-97.75,-7.3590377746,9
-99.75,4.6409622254,9
-99.25,-5.3590377746,9
-96.25,-9.8590377746,9
-91.75,12.1409622254,9
-85.25,-7.3590377746,9
-84.75,-7.8590377746,9
-93.75,4.1409622254,9
-90.75,9.1409622254,9
-93.75,2.6409622254,9
-96.75,11.6409622254,9
-90.25,-0.359037774599997,9
-79.75,-6.8590377746,9
-92.75,-6.8590377746,9
-82.25,-3.3590377746,9
-79.25,5.1409622254,9
-93.75,6.1409622254,9
-99.25,15.1409622254,9
-92.75,-3.3590377746,9
-83.75,-9.3590377746,9
-84.25,-4.3590377746,10
-98.75,-4.3590377746,10
-92.75,-2.3590377746,10
-91.25,-3.3590377746,10
-92.75,-8.8590377746,10
-81.25,6.6409622254,10
-91.75,-5.8590377746,10
-77.75,3.6409622254,10
-80.25,3.6409622254,10
-94.25,4.1409622254,10
-79.25,5.6409622254,10
-84.75,3.6409622254,10
-86.75,1.6409622254,10
-80.75,3.1409622254,10
-98.75,1.6409622254,10
-87.25,-8.3590377746,10
-94.75,6.1409622254,10
-97.25,-1.3590377746,10
-82.25,-7.3590377746,10
-96.75,-4.8590377746,10
-94.75,0.140962225400003,10
-83.75,-5.3590377746,10
-97.75,9.6409622254,10
-93.75,4.1409622254,10
-97.25,-7.8590377746,10
-84.75,0.640962225400003,10
-79.75,-7.3590377746,10
-84.75,6.6409622254,10
-94.25,-7.3590377746,10
-83.75,-7.3590377746,10
-91.75,9.1409622254,10
-81.75,2.6409622254,10
-92.75,-2.8590377746,10
-97.25,2.1409622254,10
-99.25,-8.3590377746,10
-93.75,-3.8590377746,10
-94.25,2.1409622254,10
-94.75,2.6409622254,10
-97.25,-8.3590377746,10
-88.75,8.1409622254,10
-94.75,1.1409622254,10
-99.25,-5.8590377746,10
-81.75,3.1409622254,10
-90.25,-9.3590377746,10
-95.25,-9.3590377746,10
-94.75,-6.8590377746,10
-90.75,-6.3590377746,10
-86.25,-3.3590377746,10
-91.75,1.6409622254,10
-97.75,-6.8590377746,10
-90.25,-9.8590377746,10
-95.25,7.6409622254,10
-79.75,2.1409622254,10
-87.25,-1.3590377746,10
-90.25,-6.8590377746,10
-98.75,6.6409622254,10
-91.25,-4.8590377746,10
-99.75,-6.3590377746,10
-96.75,9.6409622254,10
-81.75,4.6409622254,10
-87.75,3.1409622254,10
-77.75,3.1409622254,10
-96.75,-1.3590377746,10
-93.25,7.1409622254,10
-90.25,10.6409622254,10
-85.25,0.640962225400003,10
-90.25,-8.3590377746,10
-83.25,6.6409622254,10
-83.75,7.1409622254,10
-86.75,-0.859037774599997,10
-78.25,6.6409622254,10
-95.75,-7.8590377746,10
-97.25,10.1409622254,10
-88.75,10.6409622254,10
-89.75,-4.3590377746,10
-98.25,-1.3590377746,10
-97.75,-2.3590377746,10
-92.75,3.6409622254,10
-83.25,-8.8590377746,10
-86.25,-3.8590377746,10
-98.25,7.6409622254,10
-89.25,2.6409622254,10
-83.25,-2.3590377746,10
-91.25,9.1409622254,10
-84.25,-9.3590377746,10
-93.75,7.1409622254,10
-99.75,-4.3590377746,10
-94.25,0.640962225400003,10
-81.75,-8.8590377746,10
